name,cancer type,pubmed id
PCAT1,epithelial ovarian cancer,31934037
PCAT1,esophageal squamous cell carcinoma,31920393
PCAT1,acute myeloid leukemia,31814913
PCAT1,head and neck squamous cell carcinoma,30987615
PCAT1,non small cell lung cancer,30569478
PCAT1,gastric cancer,31478258
PCAT1,gastric cancer,31352238
PCAT1,ovarian cancer,31210290
PCAT1,colorectal cancer,31646561
PCAT1,multiple myeloma,28085010
PCAT1,breast cancer,28989584
PCAT1,prostate cancer,28945760
PCAT1,glioblastoma,27306825
PCAT1,esophageal squamous cell carcinoma,25731728
PCAT1,cervical cancer,29687842
PCAT1,oesophageal cancer,29314203
PCAT1,osteosarcoma,29291409
PCAT1,gastric cancer,28571676
PCAT1,bladder cancer,25934337
PCAT1,non small cell lung cancer,26770456
PCAT1,colorectal cancer,28855110
PCAT1,colorectal cancer,27591862
PCAT1,colorectal cancer,23640607
PCAT1,hepatocellular carcinoma,28931210
PCAT1,hepatocellular carcinoma,28887306
PCAT1,gastric cancer,28742205
PCAT1,hepatocellular carcinoma,26097602
PCAT1,prostate cancer,25425964
PCAT1,prostate cancer,29378170
PCAT1,hepatocellular carcinoma,27035680
PCAT1,prostate cancer,28884413
PCAT1,prostate cancer,28922730
PCAT1,prostate cancer,24473064
PCAT1,prostate cancer,23728290
PCAT1,prostate cancer,21804560
PCAT14,prostate cancer,27566105
PCAT14,hepatocellular carcinoma,28415780
PCAT18,gastric cancer,31853187
PCAT18,prostate cancer,24519926
PCAT18?,gastric cancer,32119960
PCAT19,non small cell lung cancer,31819778
PCAT19,prostate cancer,30033362
PCAT29,hepatocellular carcinoma,27894309
PCAT29,prostate cancer,28467474
PCAT29,prostate cancer,25700553
PCAT29,prostate cancer,25030374
PCAT3,prostate cancer,29552304
PCAT5,prostate cancer,26282172
PCAT6,cervical cancer,32103984
PCAT6,hepatocellular carcinoma,32064636
PCAT6,gastric cancer,32039820
PCAT6,gastrointestinal stromal tumor,32339330
PCAT6,triple negative breast cancer,32308433
PCAT6,hepatocellular carcinoma,30968586
PCAT6,colorectal cancer,30938104
PCAT6,cervical cancer,30915737
PCAT6,osteosarcoma,31676070
PCAT6,gastric cancer,30178843
PCAT6,non small cell lung cancer,30464520
PCAT6,non small cell lung cancer,30314898
PCAT6,lung cancer,31336224
PCAT6,ovarian cancer,31646553
PCAT6,cholangiocarcinoma,31632586
PCAT6,non small cell lung cancer,29238201
PCAT6,lung cancer,27458097
PCAT7,prostate cancer,31925912
PCAT7,nasopharyngeal cancer,28728844
PCAT7,non small cell lung cancer,29275424
PCAT7,nasopharyngeal cancer,28728844
PCAT9,prostate cancer,29552304
PCAT92,prostate cancer,30197753
PCED1B-AS1,glioblastoma,32326742
PCED1B-AS1,glioma,31680313
PCGEM1,ovarian cancer,29949791
PCGEM1,renal cancer,31958075
PCGEM1,cervical cancer,31832017
PCGEM1,gastric cancer,31421977
PCGEM1,gastric cancer,30690667
PCGEM1,prostate cancer,27682980
PCGEM1,prostate cancer,25619388
PCGEM1,prostate cancer,25512540
PCGEM1,prostate cancer,23459097
PCGEM1,prostate cancer,20868494
PCGEM1,prostate cancer,19186008
PCGEM1,prostate cancer,16569192
PCGEM1,prostate cancer,16515751
PCGEM1,prostate cancer,14724589
PCGEM1,prostate cancer,25744782
PCGEM1,prostate cancer,24727738
PCGEM1,prostate cancer,23728290
PCGEM1,prostate cancer,23945587
PCGEM1,prostate cancer,11050243
PCGEM1,ovarian cancer,29949791
PCNA-AS1,non small cell lung cancer,32194807
PCNA-AS1,gastric cancer,26731993
PCNA-AS1,hepatocellular carcinoma,27894309
PCNA-AS1,hepatocellular carcinoma,24704293
PCNAP1,hepatocellular carcinoma,31410212
PCOTH,prostate cancer,15930275
PCSEAT,prostate cancer,29803673
PCSEAT,prostate cancer,29803673
pcsk2-2:1,gastric cancer,31819499
lnc-PCTST,pancreatic cancer,29978472
PDCD4-AS1,triple negative breast cancer,30496290
PDIA3P,breast cancer,31933942
PDIA3P,non small cell lung cancer,31572559
PDIA3P,oral squamous cell carcinoma,29246288
PDIA3P1,glioma,32127518
PDIA3P1,hepatocellular carcinoma,31509261
Lnc-PDZD7,hepatocellular carcinoma,30786928
PEG10,gastric cancer,29940767
PEG10,bladder cancer,30953817
PEG10,malignant melanoma,31318088
PEG10,glioma,31241046
PEG10,diffuse large B-cell lymphoma,25864113
PEG10,esophageal cancer,25591808
PEG10,hypopharyngeal squamous cell carcinoma,28928830
PEG10,gastric cancer,29940767
PENG,clear cell renal cell carcinoma,32341409
NR_073450.1,hepatocellular carcinoma,27285756
PGM5-AS1,colorectal cancer,32354224
PGM5-AS1,clear cell renal cell carcinoma,31858536
PGM5-AS1,esophageal squamous cell carcinoma,31185143
PGM5-AS1,esophageal squamous cell carcinoma,29604464
PHBP1,esophageal squamous cell carcinoma,28404970
PICART1,lung cancer,29940776
PICART1,gastric cancer,30720166
PICART1,Lung cancer,30662662
PICART1,breast cancer,28339031
PICART1,colorectal cancer,28339031
PICART1,lung cancer,29940776
PICSAR,cutaneous squamous cell carcinoma,30429154
PiHL,colorectal cancer,31903119
PIK3CD-AS2,lung adenocarcinoma,32165621
PILRLS,retroperitoneal liposarcoma,28129655
PINCR,colorectal cancer,28580901
PITPNA-AS1,hepatocellular carcinoma,31700026
PLAC2,oral squamous cell carcinoma,30720068
PLAC2,non small cell lung cancer,31500623
PLAC2,hepatocellular carcinoma,31233763
PLAC2,glioma,28922548
PLACT1,pancreatic cancer,32085715
PLK4,hepatocellular carcinoma,32243714
PlncRNA-1,retinoblastoma,30096220
PlncRNA-1,breast cancer,29626321
PlncRNA-1,colorectal cancer,29738066
PlncRNA-1,glioma,29653367
PlncRNA-1,hepatocellular carcinoma,26906068
PlncRNA-1,esophageal squamous cell carcinoma,24337686
PlncRNA-1,prostate cancer,22264502
PlncRNA-1,colorectal cancer,28835319
PlncRNA-1,prostate cancer,26808578
PlncRNA-1,prostate cancer,28212533
POLL-6:1,hepatocellular carcinoma,29981417
POLR2E,papillary thyroid cancer,29724531
POTEF-AS1,prostate cancer,28032932
LINC-POU3F3,hepatocellular carcinoma,29906746
LINC-POU3F3,breast cancer,30843771
LINC-POU3F3,nasopharyngeal cancer,30602452
LINC-POU3F3,esophageal squamous cell carcinoma,30474879
LINC-POU3F3,cervical cancer,31252264
POU5F1P1,prostate cancer,20017164
POU6F2-AS2,colon cancer,32100443
PPP3CB,pancreatic ductal adenocarcinoma,22078386
lncRNA-PRAL,multiple myeloma,29944867
lncRNA-PRAL,non small cell lung cancer,30274002
lncRNA-PRAL,colon cancer,25078450
PRC1-AS1,hepatocellular carcinoma,27499103
PRCAT17.3,prostate cancer,29671889
PRCAT38,prostate cancer,31405024
PRCAT38,prostate cancer,29671889
PRINS,Multiple myeloma,30144133
PRINS,colorectal cancer,28149533
PRINS,adrenocortical carcinoma,25595289
PRINS,prostate cancer,23728290
PRKCQ-AS1,colorectal cancer,31708689
PRKCZ-AS1,lung adenocarcinoma,31939714
PRKG1-AS,oral squamous cell carcinoma,31788859
PRLH1,hepatocellular carcinoma,31486214
PRNCR1,breast cancer,31798697
PRNCR1,non small cell lung cancer,31912882
PRNCR1,glioblastoma multiforme,28187000
PRNCR1,gastric cancer,26206497
PRNCR1,colorectal cancer,24330491
PRNCR1,prostate cancer,20874843
PRNCR1,colorectal cancer,26530130
PRNCR1,prostate cancer,23945587
PRNCR1-2,breast cancer,30592261
PROM1,head and neck squamous cell carcinoma,28159935
PROX1-AS1,prostate cancer,32271411
PROX1-AS1,papillary thyroid cancer,30061172
PRRG4-4,lung cancer,30362823
PRRT3-AS1,prostate cancer,32086850
PRSS21,gastric cancer,26045391
PSLNR,Prostate cancer,31269242
PSMA3-AS1,esophageal cancer,32005028
PSMB8-AS1,glioblastoma,32151711
PSMB8-AS1,glioma,31812014
PSMG3-AS1,breast cancer,31661146
PTAF,ovarian cancer,29929545
PTAF,ovarian cancer,29929545
PTAL,ovarian cancer,31930166
PTAR,ovarian cancer,30098599
PTAR,non small cell lung cancer,31485653
PTCSC2,papillary thyroid cancer,25303483
PTCSC2,thyroid cancer,28049826
PTCSC3,gastric cancer,31702383
PTCSC3,gastric cancer,32368140
PTCSC3,gastric cancer,31849528
PTCSC3,cervical cancer,31814920
PTCSC3,laryngeal squamous cell cancer,31171714
PTCSC3,breast cancer,31026090
PTCSC3,cervical cancer,31587336
PTCSC3,anaplastic thyroid cancer,29561707
PTCSC3,thyroid cancer,23599737
PTCSC3,papillary thyroid cancer,28187755
PTCSC3,thyroid cancer,26274343
PTCSC3,papillary thyroid cancer,28513866
PTCSC3,papillary thyroid cancer,26323637
PTCSC3,papillary thyroid cancer,26274343
PTENP1,glioma,31799671
PTENP1,bladder cancer,30285771
PTENP1,oral squamous cell carcinoma,30229832
PTENP1,glioma,30613153
PTENP1,multiple myeloma,31338886
PTENP1,clear cell renal cell carcinoma,26878386
PTENP1,prostate cancer,20577206
PTENP1,hepatocellular carcinoma,25617127
PTENP1,breast cancer,29085464
PTENP1,gastric cancer,28931965
PTENP1,gastric cancer,25694351
PTENP1,hepatocellular carcinoma,29296207
PTENP1,breast cancer,29212574
PTENP1,gastric cancer,28212532
PTENP1,osteosarcoma,29805503
PTENP1-AS,gastric cancer,29719612
PTENPL,bladder cancer,32271413
PTPRG-AS1,breast cancer,30981459
PTPRG-AS1,gastric cancer,32194743
PTPRG-AS1,nasopharyngeal cancer,30993702
PTPRG-AS1,breast cancer,26409453
PTTG3P,hepatocellular carcinoma,29803224
PTTG3P,hepatocellular carcinoma,31340767
PTTG3P,hepatocellular carcinoma,29803224
PURPL,liver cancer,31059022
PURPL,gastric cancer,31606380
PVT1,hepatocellular carcinoma,32156248
PVT1,osteosarcoma,32021563
PVT1,oral squamous cell carcinoma,32021271
PVT1,non small cell lung cancer,32021261
PVT1,non small cell lung cancer,32002028
PVT1,non small cell lung cancer,31707347
PVT1,pancreatic ductal adenocarcinoma,30001707
PVT1,hepatocellular carcinoma,29975928
PVT1,ovarian cancer,29957467
PVT1,colorectal cancer,29888675
PVT1,pancreatic cancer,29845201
PVT1,anaplastic thyroid cancer,29967342
PVT1,colorectal cancer,32276209
PVT1,endometrial cancer,32210576
PVT1,non small cell lung cancer,32202906
PVT1,pancreatic ductal adenocarcinoma,32201527
PVT1,non small cell lung cancer,32197208
PVT1,non small cell lung cancer,32184617
PVT1,melanoma,31770435
PVT1,colorectal cancer,30978169
PVT1,acute lymphoblastic leukemia,30930624
PVT1,glioma,30909189
PVT1,Non Small Cell Lung Cancer,30861415
PVT1,glioma,30832754
PVT1,gallbladder cancer,30825877
PVT1,hepatocellular carcinoma,30794914
PVT1,gastric cancer,31966056
PVT1,glioma,31957841
PVT1,esophageal cancer,31951853
PVT1,cervical cancer,31943014
PVT1,breast cancer,31897133
PVT1,hepatitis B virus-positive HCC,31894346
PVT1,osteosarcoma,31699956
PVT1,glioma,31696483
PVT1,colorectal cancer,31125260
PVT1,renal cell carcinoma,31040699
PVT1,melanoma,31002139
PVT1,pituitary adenoma,31604907
PVT1,esophageal adenocarcinoma,31601234
PVT1,acute myeloid leukemia,30141968
PVT1,nasopharyngeal cancer,30141114
PVT1,cervical cancer,30134241
PVT1,glioma,30120709
PVT1,bladder cancer,30076714
PVT1,acute myeloid leukemia,30046623
PVT1,endometrial cancer,30031900
PVT1,ovarian cancer,30468460
PVT1,cholangiocarcinoma,30388624
PVT1,triple negative breast cancer,30371726
PVT1,bladder cancer,30317572
PVT1,head and neck squamous cell carcinoma,30310517
PVT1,laryngeal squamous cell cancer,30304557
PVT1,prostate cancer,30250582
PVT1,acute myeloid leukemia,30222365
PVT1,hepatocellular carcinoma,30205391
PVT1,ovarian cancer,30197791
PVT1,glioma,30680011
PVT1,gastric cancer,30679629
PVT1,osteosarcoma,30661902
PVT1,colon cancer,30504754
PVT1,colorectal cancer,31509024
PVT1,esophageal cancer,31369196
PVT1,cervical cancer,31322217
PVT1,nasopharyngeal cancer,31320749
PVT1,ovarian cancer,31222482
PVT1,gastric cancer,31205469
PVT1,glioma,28351322
PVT1,uveal melanoma,29244840
PVT1,Intraductal Papillary Mucinous Neoplasms of the Pancreas,28874676
PVT1,pancreatic cancer,27028998
PVT1,hepatocellular carcinoma,27495068
PVT1,B-cell lymphoma,23547836
PVT1,rectal adenocarcinoma,29512732
PVT1,cervical squamous cell carcinoma,29760583
PVT1,leukemia,29510227
PVT1,renal cancer,29254209
PVT1,osteosarcoma,28602700
PVT1,bladder urothelial cancer,28969069
PVT1,acute promyelocytic leukemia,26545364
PVT1,pancreatic ductal adenocarcinoma,25668599
PVT1,multiple myeloma,22869583
PVT1,esophageal squamous cell carcinoma,28404954
PVT1,lung cancer,28731781
PVT1,renal cell carcinoma,29081406
PVT1,colon cancer,29552759
PVT1,papillary thyroid cancer,29280051
PVT1,nasopharyngeal cancer,29445147
PVT1,lung cancer,28972861
PVT1,renal cell carcinoma,29152119
PVT1,diffuse glioma,29108264
PVT1,esophageal cancer,27698800
PVT1,small cell lung cancer,27904703
PVT1,bladder cancer,26517688
PVT1,thyroid cancer,26427660
PVT1,malignant pleural mesothelioma,24926545
PVT1,clear cell renal cell carcinoma,26878386
PVT1,ovarian cancer,26097562
PVT1,ovarian cancer,17908964
PVT1,glioma,29620147
PVT1,cervical cancer,28296507
PVT1,pancreatic cancer,29048549
PVT1,cervical cancer,27775803
PVT1,cervical cancer,27232880
PVT1,pancreatic cancer,21316338
PVT1,prostate cancer,21814516
PVT1,melanoma,29286144
PVT1,melanoma,28409552
PVT1,clear cell renal cell carcinoma,29156724
PVT1,colorectal cancer,26990997
PVT1,colorectal cancer,29512788
PVT1,clear cell renal cell carcinoma,29725475
PVT1,melanoma,28265576
PVT1,colorectal cancer,27596298
PVT1,ovarian cancer,26884974
PVT1,hepatocellular carcinoma,28656879
PVT1,non small cell lung cancer,29133127
PVT1,hepatocellular carcinoma,29715456
PVT1,breast cancer,29760406
PVT1,breast cancer,29731168
PVT1,breast cancer,28882595
PVT1,hepatocellular carcinoma,28979669
PVT1,non small cell lung cancer,26493997
PVT1,breast cancer,17908964
PVT1,hepatocellular carcinoma,27283940
PVT1,glioma,29501773
PVT1,glioma,29046366
PVT1,prostate cancer,29452232
PVT1,pancreatic cancer,28657147
PVT1,cervical cancer,28276314
PVT1,cervical cancer,27272214
PVT1,prostate cancer,27794184
PVT1,prostate cancer,29050519
PVT1,gastric cancer,27756785
PVT1,pancreatic cancer,28355965
PVT1,gastric cancer,26925791
PVT1,gastric cancer,26722487
PVT1,prostate cancer,23728290
PVT1,colorectal cancer,29637007
PVT1,colorectal cancer,28381186
PVT1,colorectal cancer,24196785
PVT1,non small cell lung cancer,29115513
PVT1,non small cell lung cancer,28848163
PVT1,hepatocellular carcinoma,28800314
PVT1,breast cancer,28534994
PVT1,non small cell lung cancer,26490983
PVT1,non small cell lung cancer,26908628
PVT1,breast cancer,26550436
PVT1,hepatocellular carcinoma,25624916
PVT1,breast cancer,24780616
PVT1,non small cell lung cancer,25400777
PVT1,gastric cancer,28258379
PVT1,gastric cancer,28122299
PVT1,gastric cancer,29706652
PVT1,gastric cancer,25890171
PVT1,gastric cancer,25956062
PVT1,gastric cancer,26096073
PVT1,gastric cancer,25258543
PVT1,pancreatic cancer,29845201
PVT1,pancreatic ductal adenocarcinoma,30001707
PVT1,hepatocellular carcinoma,29975928
PVT1,ovarian cancer,29957467
PVT1,colorectal cancer,29888675
PVT1-214,gastric cancer,31173288
PVT1-5,lung cancer,29277611
PWRN1,gastric cancer,29535266
PXN-AS1,glioblastoma,32329150
PXN-AS1,pancreatic cancer,31488171
PXN-AS1-L,glioma,31696482
PXN-AS1-L,nasopharyngeal cancer,31173488
PXN-AS1-L,non small cell lung cancer,30679933
PYCARD-AS1,breast cancer,31086376
R05532,colorectal cancer,25421768
RAB11B-AS1,osteosarcoma,29928484
RAB11B-AS1,breast cancer,31900259
RAB11B-AS1,osteosarcoma,29928484
RAB1A-2,lung cancer,30217564
RAB31,renal cancer,29901101
RAB5IF,hepatocellular carcinoma,31717443
RAB6C-AS1,gastric cancer,30076712
RAD51-AS1,hepatocellular carcinoma,30201872
RAD51-AS1,epithelial ovarian cancer,28667302
RAD51Cv.4,breast cancer,30953646
RAET1K,hepatocellular carcinoma,32152275
RAET1K,lung adenocarcinoma,32010197
RAET1K,lung adenocarcinoma,30125988
RAMP2-AS1,chondrosarcoma,32368088
RAMP2-AS1,glioblastoma,27784795
RAMS11,colorectal cancer,32358485
RAP2C-AS1,esophageal cancer,30972633
RBM5-AS1,oral squamous cell carcinoma,31869662
RBM5-AS1,colon cancer,27520449
RBMS3-AS3,prostate cancer,31712637
RC3H2,oral squamous cell carcinoma,32163895
RCCRT1,renal cell carcinoma,25168566
RCOR3-013,intrahepatic cholangiocarcinoma,28401021
RERT,lung cancer,30073577
RERT,hepatocellular carcinoma,27495068
RERT,hepatocellular carcinoma,23026137
RGMB-AS1,gastric cancer,32064882
RGMB-AS1,glioma,31819505
RGMB-AS1,laryngeal squamous cell cancer,31351424
RGMB-AS1,hepatocellular carcinoma,29288973
RGMB-AS1,lung adenocarcinoma,26950071
RGMB-AS1,non small cell lung cancer,26055877
RHPN1-AS1,epithelial ovarian cancer,32163372
RHPN1-AS1,hepatocellular carcinoma,32065447
RHPN1-AS1,breast cancer,32003509
RHPN1-AS1,gastric cancer,31982726
RHPN1-AS1,non small cell lung cancer,30010468
RHPN1-AS1,cervical cancer,31525429
RHPN1-AS1,hepatocellular carcinoma,31692433
RHPN1-AS1,breast cancer,31089812
RHPN1-AS1,glioma,31576148
RHPN1-AS1,head and neck squamous cell carcinoma,31417644
RHPN1-AS1,breast cancer,31312362
RHPN1-AS1,uveal melanoma,28124977
RHPN1-AS1,non small cell lung cancer,30010468
RMEL3,melanoma,30457212
RMEL3,melanoma,27167340
RMRP,hepatocellular carcinoma,32308432
RMRP,bladder cancer,30779067
RMRP,non small cell lung cancer,31050363
RMRP,hepatocellular carcinoma,31579977
RMRP,papillary thyroid cancer,31564913
RMRP,lung cancer,30098474
RMRP,multiple myeloma,30389523
RMRP,gastric cancer,27192121
RMRP,lung adenocarcinoma,27906963
RMRP,glioma,29181061
RMRP,lung cancer,29872497
RMST,breast cancer,29215701
RNA00887,non small cell lung cancer,31322230
RNA-14327.1,endometrial cancer,31819513
RNA95271,papillary thyroid cancer,27929737
RNA-AWPPH,osteosarcoma,31612016
RNCR3,prostate cancer,29887969
RNCR3,colorectal cancer,32239427
RNCR3,glioma,31788110
RNCR3,glioma,29138748
RNCR3,prostate cancer,29887969
RNPC1,non small cell lung cancer,29288351
ROPNR,acute myeloid leukemia,24752773
LINC-ROR,gastric cancer,32019330
LINC-ROR,breast cancer,32335998
LINC-ROR,colorectal cancer,32273727
LINC-ROR,colorectal cancer,32196591
LINC-ROR,prostate cancer,30915739
LINC-ROR,glioblastoma,30852975
LINC-ROR,osteosarcoma,31539112
LINC-ROR,ovarian cancer,31829305
LINC-ROR,breast cancer,30250400
LINC-ROR,nasopharyngeal cancer,30601067
LINC-ROR,osteosarcoma,30565392
LINC-ROR,renal cell carcinoma,31485634
ROR1-AS1,colon cancer,32096171
ROR1-AS1,lung adenocarcinoma,31983094
ROR1-AS1,cervical cancer,32271410
ROR1-AS1,nasopharyngeal cancer,31957830
ROR1-AS1,bladder cancer,31929567
ROR1-AS1,colorectal cancer,31693094
ROR1-AS1,colorectal cancer,31486489
ROR1-AS1,colorectal cancer,31389604
ROR1-AS1,mantle cell lymphoma,29113297
RP1,breast cancer,31073122
RP11,colorectal cancer,30979372
RP11,hepatocellular carcinoma,30335897
RP11_697E22.2,ovarian cancer,29805570
RP11-10O22.2,nasopharyngeal cancer,27886062
RP11-119F7.4,gastric cancer,26170986
RP11-11N9.4,nasopharyngeal cancer,27886062
RP11-126K1.2,Colorectal Cancer,30880326
RP11-134G8.8,hepatocellular carcinoma,28105167
RP11-135L22.1,ovarian cancer,29509240
RP11-137H2.4,childhood acute lymphoblastic leukemia,27980230
RP11-140I24,endometrial cancer,27748922
RP11-149I23.3,nasopharyngeal cancer,27886062
RP11-150O12.6,esophageal squamous cell carcinoma,27449043
RP11-159K7.2,laryngeal squamous cell cancer,32363688
RP11-160H22.5,hepatocellular carcinoma,29130980
RP11-160H22.5,hepatocellular carcinoma,25714016
RP11-166D19.1,hepatocellular carcinoma,28194035
RP11-166P13.3,ovarian cancer,31920390
RP11-167N4,gastric cancer,26718650
RP11-169D4.1,laryngeal squamous cell cancer,28534968
RP11-169D4.1-001,laryngeal squamous cell cancer,25243407
RP11-175D17.3.,multiple myeloma,29459023
RP11-179A10.1,lymphoma,25197831
RP11-181G12.2,gastric cancer,31766099
RP11-181G12.2,lung adenocarcinoma,26857641
RP11-190D6.2,epithelial ovarian cancer,28280357
RP11-199F11.2,high grade ovarian serous cancer,29577163
RP11-19E11.1,breast cancer,31934613
RP11-19P22.6-001,gastric cancer,28128738
RP11-1C1.7,lung adenocarcinoma,25089627
RP11-210K20.5,gastric cancer,29700972
RP11-222K16.2,acute myeloid leukemia,29220122
RP11-243M5.2,gastric cancer,29693709
RP11-263F15.1,pancreatic ductal adenocarcinoma,28928863
RP11-284F21.7,lung cancer,28959951
RP11-284F21.9,oral squamous cell carcinoma,31397491
RP11-284P20.2,hepatocellular carcinoma,32100822
RP11-295M3.4,breast cancer,30959550
RP11-296E3.2,colorectal cancer,31536481
RP11-2B6.3,Colorectal Cancer,30880326
RP1130-1,hepatocellular carcinoma,27773892
RP11-304L19.5,hepatocellular carcinoma,26540467
RP11-305O4.1,lung adenocarcinoma,26857641
RP11-325I22.2,lung adenocarcinoma,25085781
RP11-334E6.12,breast cancer,32104091
RP11-334E6.12,hepatocellular carcinoma,27499103
RP11-334E6.12,esophageal squamous cell carcinoma,27449043
RP11-33A14.1,prostate cancer,32117463
RP11-342M1.7,acute myeloid leukemia,31356197
RP11-345L23.1,lung cancer,28959951
RP11-351J23.1,esophageal squamous cell carcinoma,27449043
RP11-357H14.17,diffuse-type gastric cancer,28572735
RP11-359E19.2,bladder cancer,27363013
RP11-361F15.2,osteosarcoma,31904478
RP11-363E7.4,gastric cancer,32141108
RP11-363E7.4,gastric cancer,29843141
RP11-363E7.4,hepatocellular carcinoma,28105167
RP11-363E7.4,gastric cancer,29843141
RP11-366H4.1.1,esophageal squamous cell carcinoma,29409459
RP11-381N20.2,cervical cancer,29863245
RP11-381N20.2,cervical cancer,29863245
RP11-385J1.2,non small cell lung cancer,25394782
RP11-396F22.1,cervical cancer,29636859
RP11-397A15.4,gastric cancer,30610039
RP11-397D12.4,non small cell lung cancer,26393913
RP11-400N13.3,gastric cancer,29693709
RP11-401P9.4,hepatocellular carcinoma,26540467
RP11-402L6.1,papillary thyroid cancer,28817151
RP11-422N16.3,hepatocellular carcinoma,31849497
RP11-423H2.3,prostate cancer,32117463
RP11-434D9.1,triple negative breast cancer,26910840
RP11-436H11.5,renal cell carcinoma,29070041
RP11-445H22.4,gastric cancer,29687854
RP11-445H22.4,breast cancer,25929808
RP11-445K13.2,lung adenocarcinoma,25089627
RP11-44F21.5,nasopharyngeal cancer,27886062
RP11-44F21.5,nasopharyngeal cancer,27886062
RP11-44I10.5,lung adenocarcinoma,26857641
RP11-44K6.4,urothelial cancer,27448299
RP11-462C24.1,colorectal cancer,27683121
RP11-466I1.1,hepatocellular carcinoma,29790663
RP11-466I1.1,hepatocellular carcinoma,29790663
RP11-468E2.5,colorectal cancer,31718693
RP11-473M20.11,lung adenocarcinoma,25089627
RP11-476D10.1,papillary thyroid cancer,31102261
RP11-480I12.5,cervical cancer,31897160
RP11-490M8.1,breast cancer,30959550
RP11-499F3.2,nasopharyngeal cancer,27886062
RP11-499F3.2,nasopharyngeal cancer,27886062
RP11-501G6.1,hepatocellular carcinoma,25556502
RP11-501O2,endometrial cancer,27748922
RP11-50B3.2,lung adenocarcinoma,26857641
RP11-513I15.6,hepatocellular carcinoma,30015383
RP11-528G1.2,gastric cancer,26045391
RP1-153P14.5,hepatocellular carcinoma,28194035
RP11-547D24.1,papillary thyroid cancer,31044550
RP11-552M11.4,Cervical Cancer,30790638
RP11-552M11.4,ovarian cancer,29478268
RP11-555H23.1,gastric cancer,30320481
RP11-567G11.1,pancreatic cancer,30802827
RP11-567G11.1,pancreatic cancer,26447755
RP11-573G6.10,acute myeloid leukemia,31356197
RP11-58D2.1,pancreatic cancer,25755691
RP11-598D14.1,hepatocellular carcinoma,30718359
RP11-600K15.1,endometrial cancer,27748922
RP11-600K15.1,esophageal squamous cell carcinoma,27033944
RP11-60H5.1,lung adenocarcinoma,26857641
RP11-624C23.1,childhood acute lymphoblastic leukemia,29113332
RP11-626G11.3,glioma,32128886
RP11-62F24,gastric cancer,28879717
RP1-163G9.1,gastric adenocarcinoma,31002370
RP11-643M14.1,gastric cancer,26045391
RP11-672F9.1,hepatocellular carcinoma,25556502
RP11-680F20.5,lung adenocarcinoma,26857641
RP11-680F20.6,nasopharyngeal cancer,27886062
RP11-68I18.10,childhood acute lymphoblastic leukemia,27980230
RP11-708H21.4,colorectal cancer,28427191
RP11-713B9.1,non small cell lung cancer,28765887
RP11-732M18.3,glioma,31202814
RP11-766N7.4,esophageal squamous cell carcinoma,28157654
RP11-789C1.1,gastric cancer,29991048
RP11-789C1.1,gastric cancer,26045391
RP11-789C1.1,gastric cancer,29991048
RP11-798M19.6,Colorectal Cancer,30880326
RP11-79H23.3,bladder cancer,30149689
RP11-79H23.3,bladder cancer,27363013
RP1-179N16.3,nasopharyngeal cancer,24379026
RP11-7K24.3,esophageal squamous cell carcinoma,27449043
RP11-81H3.2,gastric cancer,32052594
RP11-81H3.2,hepatocellular carcinoma,31858324
RP11-838N2.4,glioblastoma,27270310
RP11-838N2.4,non small cell lung cancer,29845246
RP11-838N2.4,non small cell lung cancer,29845246
RP11-874J12.4,oral squamous cell carcinoma,32004389
RP11-893F2.6,lung adenocarcinoma,25089627
RP11-89K21.1,lung adenocarcinoma,26857641
RP11-8L2.1,lung cancer,28119085
RP11-909B2.1,colorectal cancer,29737552
RP11-909N17.3,lung adenocarcinoma,25089627
RP11-909N17.3,non small cell lung cancer,25394782
RP1-193H18.2,hepatocellular carcinoma,28105167
RP11-94C24.10,lung adenocarcinoma,26857641
RP11-973H7.5,laryngeal squamous cell cancer,30128795
RP11-982M15.2,lung adenocarcinoma,26857641
RP1-317E23.3,non small cell lung cancer,25394782
RP13-39P12.2,lung adenocarcinoma,26857641
RP13-514E23.1,lung adenocarcinoma,25089627
RP1-4514.2,prostate cancer,27556357
RP1-4514.2,prostate cancer,27556357
RP1-85F18.6,colorectal cancer,30226619
RP1-90D4.3,lung adenocarcinoma,25089627
RP1-93H18.6,cervical cancer,31877407
RP3-323P13.2,lung squamous cell carcinoma,26159226
RP3-438O4.4,Colorectal Cancer,30880326
RP3-508I15.14,non small cell lung cancer,23741487
RP4,colorectal cancer,29531464
RP4-575N6.5,lung adenocarcinoma,25089627
RP4-583P15.10,breast cancer,25661361
RP4-781K5.4,triple negative breast cancer,26910840
RP5-1014O16.1,hepatocellular carcinoma,25556502
RP5-1024C24.1,papillary thyroid cancer,29783666
RP5-1024C24.1,papillary thyroid cancer,28817151
RP5-1024C24.1,thyroid cancer,29783666
RP5-1120P11.3,hepatocellular carcinoma,31299165
RP5-826L7.1,lung adenocarcinoma,25089627
RP5-833A20.1,glioma,27779670
RP5-833A20.1,hepatocellular carcinoma,31827329
RP5-884M6.1,nasopharyngeal cancer,27886062
RP5-916L7.2,tongue squamous cell carcinoma,30825424
RP5-919F19,gastric cancer,29805620
RP5-919F19,gastric cancer,26718650
RP5-919F19,gastric cancer,29805620
RPL34-AS1,papillary thyroid cancer,31587286
RPL34-AS1,esophageal cancer,31574377
